Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Kara Melek,Eylül TV,Uğur Erkır -  (1. sezon) - Dilek Gökçin - Türkan Derya,4,Macera - Dram,Star TV,Sanem Çelik - Ece Uslu - Mustafa Alabora - Toprak Sergen - Ziya Kürküt - Zehra Alptürk - Aliye Uzunatağan - Sevtap Çapan - Memet Ali Alabora - Şenay Gürler - Ebru Akel - Yağmur Kaşifoğlu -  ve  - Zerrin Arbaş,1997
Belalı Baldız,Medyapım,Fatih Aksoy - Yonca Güzelpınar - Günay Köker,1,Komedi - Aile,atv,Nurgül Yeşilçay - Berna Laçin - Kenan Işık - Mehmet Aslan - Cemre Özer - Sedef Şahin - Raffaele Cedolini - Selin Denizli,2005
Karışık İş,Ay Yapım,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Füsun Önal - İsmail İncekara - Saltuk Kaplangı - Gazanfer Ündüz - Fulya Özcan - Çiçek Dilligil - Göksel Kortay,1991
Benim İçin Üzülme,Boyut Film,Serkan Birinci,2,Dram,atv -    - Show TV,Fulya Zenginer - Tansel Öngel - Çağlar Ertuğrul - Öykü Çelik - Rana Cabbar - Beyazıt Gülercan,2012
Kavak Yelleri,Tims Productions,Jale İncekol - Cevdet Mercan - Osman Taşcı,5,Gençlik - Dram,Kanal D,Dağhan Külegeç - Pelin Karahan - İbrahim Kendirci - Aslı Enver - Sarp Apak - Ceren Moray -  Cemil Büyükdöğerli  - Ferit Aktuğ - Lale Mansur,2007
Fırıldak Nuri,Gold Film,Aydın Bağardı,1,Komedi,Star TV,Mehmet Ali Erbil - Hamdi Alkan - Baykal Kent,1995
Eyvah Babam,Doku Film,Ünal Küpeli -  (1–39)  -  Cemal Kavrar (35–39),2,Komedi,Kanal D,Haluk Bilginer - Osman Cavcı - Savaş Ay - Uğur Kıvılcım - Umut Sezgin - Açelya Elmas,1998
Yahşi Cazibe,Süreç Film,Bora Onur,2,Romantik komedi - Sit-com,atv -   - a2,Hakan Yılmaz - Aslıhan Gürbüz - Gökçe Özyol - Hande Katipoğlu - Ege Kökenli - Bekir Aksoy - Sezai Aydın - Serhan Arslan,2010
Aşk Kapıyı Çalınca,Koliba Film,Ömer Gökhan Erkut,1,Dram - Duygusal,Star TV,Burak Kut - Burak Davutoğlu - Erdal Küçükkömürcü - Bahar Öztan - Aslı Yılmaz - Nihal Menzil - İpek Erdem - Bersun Goriça - Deniz Özmen - Hümeyra Aydoğdu - Selçuk Özdoğan - Serap Matyaş - Serkan Uzuner - Çağlar Tüfekçi - Gökhan Özaras - Semra Kaygun,2007
Yedi Numara,TRT,Haluk Bener - Sadullah Celen,3,Gençlik - Komedi,TRT 1,Şebnem Sönmez - Engin Alkan - Tuba Erdem - Okan Selvi - Ayça Mutlugil - Nuray Uslu - Gülden Güney - Volkan Girgin,2000
Düşman Kardeşler,Sinetel Film,Semra Dündar,1,Komedi,Show TV,Tarık Papuççuoğlu - Murat Eken - Kaan Urgancıoğlu - Oya Aydoğan - Hande Subaşı - Burcu Biricik,2012
Suskunlar,Tims Productions,Umur Turagay -  (1)  - Çağatay Tosun -  (2-16)  - Çağrı Vila Lostuvalı -  (17-28) - Hatice Memiş -  (17-28),2,Dram - Gerilim,Show TV,Murat Yıldırım - Sarp Akkaya - Güven Murat Akpınar - Aslı Enver - Berk Hakman - Pelin Akil,2012
Hepimiz Birimiz İçin,Artı Film,Serkan Birinci - Sadullah Celen,1,Romantik komedi - Dram,Kanal D,Seda Güven - Buğra Gülsoy,2008
Bitmeyen Şarkı,Gold Film,Sadullah Celen - Deniz Akçay,1,Aşk - Drama,atv,Bergüzar Korel - Bülent İnal,2010
Gurbet Kadını,Erler Film,Melih Gülgen,2,Dram,Show TV,Meltem Cumbul - Burak Hakkı - Fatma Girik,2003
Asmalı Konak,ANS Productions D Productions,Çağan Irmak,2,Dram - Duygusal,atv,Özcan Deniz - Nurgül Yeşilçay - Selda Alkor,2002
Erkek Tarafı,Marmara Yapım,Cem Sürücü,1,Komedi,Star TV,Burak Sergen - Asuman Dabak - Murat Onuk - Ali Düşenkalkar - Kamil Güler - Nejat Birecik - Güler Ökten - Eylem Şenkal,2005
Zapping Ailesi,Vipsaş,Naci Çelik,1,Aile - Komedi,Kanal D,Selma Güneri - Saadettin Erbil - Tuna Arman - Tuncay Özinel - Engin Tezel - Aytek Yılmaz,1993
Uy Başuma Gelenler,Süreç Film,Berrin Dağçınar,1,Komedi,Show TV,Hakan Yılmaz - Başak Köklükaya - Aykut Oray - Nefise Karatay - Mustafa Üstündağ,2004
Hayat Türküsü,Koliba Film,Hakan Gürtop,2,Dram - Genel,TRT 1,Burak Davutoğlu - Devin Özgür Çınar - Sermin Hürmeriç - Aslı Yılmaz - Tolga Evren - Betül Arım - Melih Görgün - Haldun Boysan - Uğur Çavuşoğlu - Jale Aylanç - İpek Atagün - Canan Güven - Özlem Başkaya,2006
Yazlıkçılar,Bugay Yapım,Yalçın Yelence,6,Aile - Komedi - Macera - Duygusal,TRT 1 -    - Star TV,Engin Şenkan - Ayşe Kökçü - Ercan Yazgan - Sıdıka Şenkan - Güzin Özipek,1993
Emret Komutanım,Altıoklar Film Prodüksiyon,Mustafa Altıoklar -  (Proje genel yönetmeni) - Kartal Tibet - Ömer Uğur - Hakan Algül - Oğuz Yalçın - Taner Akvardar - Haluk Göl - Tuba German - Sarp Levendoğlu - Murat Düzgünoğlu,4,Askeri - Dram - Komedi,Show TV -    - Kanal 1,Sarp Levendoğlu - Demet Evgar - Seda Akman,2005
Savcı,Par Productions,Kadir İnanır,1,Politik - Macera,Star TV,Kadir İnanır - Ani İpekkaya - Aylin Arasıl - Diler Saraç - Gökhan Mete - Mustafa Alabora - İsmet Ay,1992
Kimse Durduramaz,Star 1,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Rıza Pekkutsal - Göksel Kortay - Gazanfer Ündüz - Fulya Özcan - Saltuk Kaplangı - Zihni Küçümen - Selahattin Taşdöğen,1991
Kahraman Damat,Star 1,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Halit Akçatepe - Tolga Aşkıner - Nilgün Belgün - Toygun Ateş - Rıza Pekkutsal,1992
Kurtlar Vadisi Terör,Pana Film,Sadullah Şentürk,1,Aksiyon - Politik,Show TV,Necati Şaşmaz - Gürkan Uygun - Sönmez Atasoy - Kenan Çoban,2007
Firar,Koliba Film,Cemal Şan,1,Aksiyon - Aşk - Suç,Star TV,Caner Cindoruk - Didem Balçın - İsmail Hacıoğlu - Engin Şenkan - Ece Çeşmioğlu - Eda Özerkan - Lila Gürmen - Haldun Boysan - Şafak Pakdemir - Yavuz Çetin - Osman Akça - Eser Karabil - Beyza Şekerci - Necip Memili,2011
Gurbetçiler,ATV,Yücel Uçanoğlu - Umut Gelgör - Metin Günay,4,Aile - Komedi - Duygusal,atv -    - Kanal 6,Uğur Uludağ - Ahu Türkpençe - Aykut Oray - Berke Üzrek - Yıldırım Öcek,1996
Yersiz Yurtsuz,Avşar Film,Cemal Şan -  (1-3) - Cevdet Mercan -  (4-7) - Şafak Bal -  (8-18),2,Dram,atv,Ferdi Tayfur - Şerif Sezer - Nesrin Cavadzade - Sinan Albayrak,2007
Kızım Nerede?,Medya Vizyon,Atilla Cengiz,1,Suç - Dram,atv,Ece Uslu - Hüseyin Avni Danyal - Burak Hakkı - Özge Gürel - Erdi Bolat - Serkan Şenalp - Nihan Balyalı - Yonca Cevher Yenel - Tolga Savacı - Kamil Güler - Yağmur Kaşifoğlu - Soydan Soydaş - Gamze Karaman - Pelin Yoru - Duygu Şen,2010
Köprü,Koliba Film,Sadullah Şentürk - Çağatay Tosun,2,Dram - Macera - Politik,Star TV,Erdal Beşikçioğlu - Ayşegül Ünsal - İpek Karapınar,2006
Deniz Yıldızı,Focus Film,Ayşe Tügen - Nujin Yıldız - Fırat Gürsoy,7,Aile - Drama - Gençlik - Komedi,FOX -     - Star TV -    - Show TV,Begüm Topçu Turay - Cantuğ Turay,2009
Umut Yolcuları,Erler Film,Ümmü Burhan,1,Polisiye - Aksiyon - Dram - Suç,Star TV,Zuhal Olcay - Yetkin Dikinciler - Haluk Piyes - Sedef Avcı - Bülent Alkış - Zafer Alpat,2010
Örümcek,Sedine Prodüksiyon,Zeynep Tor,4,Dram - Gerilim,Show TV,Nilüfer Kurt - İpek Tenolcay - Betül Arım - Asuman Dabak - Aykut Sözeri,1997
Baba Ocağı,Sinetel Film,Mustafa Şevki Doğan,1,Aile - Komedi,Star TV,Engin Şenkan - Ali Sürmeli - Ali İpin - Suzan Aksoy - Burak Özçivit - Selim Gülgören - Uğur Demirpehlivan - Gülden Dudarık - Ceren Hindistan - Algı Eke,2008
Akasya Durağı,Erler Film,Yaşar Seriner - Cankat Ergin,5,Aile - Komedi,Kanal D -   - Star TV,Zeki Alasya - Melek Baykal - Cezmi Baskın - Levent Ülgen - Onur Şan - Ayça İnci - Timur Acar - Berk Oktay - Kayhan Yıldızoğlu - Pınar Aydın - Tarık Ündüz - Evin Esen - Alp Kırşan - Arda Öziri - Aslı Altaylar - Sitare Akbaş - Suat Sungur - Ümit Yesin - Şeyla Halis - Erol Günaydın - Nilgün Belgün - İlyas Salman - Binnur Şerbetçioğlu - Gülay Baltacı - Pelin Sönmez - Ateş Fatih Uçan - Sema Aras - Balamir Emren - Sinem Ergin - Zeynep Dörtkardeşler,2008
Yasemince,Erler Film, Mustafa Şevki Doğan - Kartal Tibet,12,Komedi,Show TV -   - atv -   - Kanal D -   - Star TV -   - FOX -   - Kanal 7 -   -  - Kanaltürk,Yasemin Yalçın - İlyas İlbey,1993
Üvey Baba,Yeni Yapımlar Yönder TV & Film Ltd.,Tunca Yönder,6,Dram,"Star TV -  ,   - Teleon -   - Flash TV",Şemsi İnkaya - Betül Aşçıoğlu - Burçin Abdullah - Seda Çetin - Tunca Yönder,1998
Fırtınalar,Doku Film,Ünal Küpeli,2,Dram - Aile,Star TV,Ebru Gündeş - Kerem Alışık,1996
Laf Lafı Açıyor,Medyapım,Cem Özer,3,Komedi - Talkshow,Kanal D,Cem Özer - Müjdat Gezen - Cenk Koray,1991
Gönül,Masalevi,Faruk Teber,1,Komedi - Drama,Kanal D,Gülben Ergen - Ragıp Savaş - Güven Kıraç - Şevket Çoruh,2006
Ben Olsaydım,STR Film,Uğur Erkır,1,Komedi - Sitcom,TRT 1,Gazanfer Özcan - Gönül Ülkü - Hadi Çaman - Saltuk Kaplangı - Doğu Erkan - Cengiz Keskinkılıç - Osman Gidişoğlu - Erdoğan Dikmen - Aliye Tölak,1991
Kuzey Güney,Ay Yapım,Mehmet Ada Öztekin - Hilal Saral,2,Aksiyon - Dram - Polisiye,Kanal D,Kıvanç Tatlıtuğ - Buğra Gülsoy - Öykü Karayel,2011
Binbir Gece,TMC,Kudret Sabancı,3,Dram,Kanal D,Halit Ergenç - Bergüzar Korel - Tardu Flordun - Ceyda Düvenci - Tomris İncer - Metin Çekmez,2006
Aysarının Zilleri,TRT,Şahin Gök,1,Dram,TRT 1,Yalçın Dümer Engin İnal Levent İnanır,1992
Eve Düşen Yıldırım,Medyapım,Feride Kaytan,2,Dram,Show TV,Murat Han - Gizem Karaca - Seda Akman - Mehmetcan Mincinozlu - Burcu Tuna,2012
Pembe ve Mavi,Grafi2000,Varol Yaşaroğlu - Berk Tokay,1,Animasyon - Komedi,Kanal D,Buket Yanmaz - Ali Riza Kubilay - Seda Fettahoglu,2005
Kayıp Şehir,D Productions,Cevdet Mercan - Osman Taşcı,1,Dram - Gerilim,Kanal D,Gökçe Bahadır - Nik Xhelilaj - İlker Kaleli - Nazan Kesal - Uğur Polat - Cansu Tosun - Tugay Mercan - Ahmet Mekin - Ayta Sözeri,2012
Ustura Kemal,Süreç Film,Mustafa Şevki Doğan,1,Dram - Tarihî,Show TV,Oktay Kaynarca - Naz Elmas - Emre Kınay,2012
"Dedem, Gofret ve Ben",Yağmur Ajans,Zeki Alasya,1,Komedi - Aile,TRT 1,Zeki Alasya - Selma Güneri - İclal Aydın - Hazım Körmükçü - Nejat İşler - Barış Küçükgüler - Halit Ergenç,2001
Ayrılık,Çağla Production,Onur Tan,2,Aksiyon - Dram,TRT 1,Tuvana Türkay - Türkü Hazer - Erdal Bilingen,2009
Bizim Ev,Altınkesit,İsmail Güneş,3,Aile - Duygusal - Macera,TGRT,Cüneyt Arkın,1996
Adını Feriha Koydum: Emir'in Yolu,Medyapım,Barış Yöş,1,Dram,Show TV -    - teve2,Çağatay Ulusoy - Gizem Karaca - Furkan Andıç - Yusuf Akgün - Zeynep Çamcı - Metin Çekmez - Deniz Uğur - Ahu Sungur - Sedef Şahin,2012
Dadı,Medyapım,Fatih Aksoy - Ebru Yalçın - Yonca Güzelpınar,3,Komedi - Sit-com,Show TV -    - Star TV,Gülben Ergen - Kenan Işık - Haldun Dormen - Seray Sever - Sinem Kobal - İlkay Saran - Yaşar Abravaya - Gökçe Uzuner - Tanju Tuncel - Ercan Süt - Alp Emre Kököz - Altuğ Yücel,2001
Fatmagül'ün Suçu Ne?,Ay Yapım,Hilal Saral,2,Dram,Kanal D,Beren Saat - Engin Akyürek,2010
Kızlar Yurdu,Arajans,Kartal Tibet - (1-19) - Taner Akvardar - (20-26),1,Aile - Komedi,Teleon,Perran Kutman - Alev Emre - Ali Berge - Özdemir Han - Ali Karagöz - Anıl Dalgıç,1992
Sevda Çiçeği,Süreç Film,Tevfik Şenol - Kartal Çidamlı,1,Romantik komedi,Show TV,Gökhan Özen - Yasemin Hadivent - Savaş Dinçel - Halit Akçatepe - Gül Onat - Ebru Karanfilci - Meral Kaplan - Pakize Suda - Ercü Turan - Serdal Genç - Engin Günay - Başak Koç - İbrahim Gündoğan - Elif Burgaz,2006
Yeniden Çalıkuşu,Kalinos Prodüksiyon,"Cem Akyoldaş -  ,  - Melih Gülgen",1,Drama,Star TV,Tuba Ünsal - Burak Hakkı - Kaan Urgancıoğlu - Aliye Uzunatağan - Zerrin Arbaş - Suna Selen - Itır Esen - Ahmet Uz - Kaya Akarsu - Taner Ertürkler,2005
Esir Şehrin Gözyaşları - Bir Ferhat ile Şirin Hikayesi,Koliba Film,Çağatay Tosun,1,Drama,FOX,Yiğit Özşener - Sedef Avcı,2012
Zirvedekiler,Erler Film,Halit Refiğ,1,Drama,Show TV,Cüneyt Arkın - Gülşen Bubikoğlu,1995
Ölüm Çiçekleri-Saraybosna,Proje-ct Prodüksiyon,Metin Balekoğlu - - - Turgut Yasalar,1,Dram - Savaş,Star TV,Erhan Emre - Zeynep Beşerler,2008
1 Erkek 1 Kadın 2 Çocuk,Altıoklar  (2008-2009) 1K1E  (2009-2012) Bando Yapım (2012-2015),Leyla Yaman,8,Durum komedisi,TürkMax -    - Star TV -    - FOX,Demet Evgar - Emre Karayel,2008
Tatlı Kaçıklar,Erler Film,Aram Gülyüz,5,Durum komedisi,atv,Mehmet Ali Erbil - Yalçın Menteş - Buket Dereoğlu - Neslihan Yeldan - Pelin Körmükçü - İsmet Ay - Erol Günaydın - Meltem Cumbul - Kayhan Yıldızoğlu - Ümit Okur - Dursun Ali Sarıoğlu - Yıldız Kaplan,1996
Lale Devri,Avşar Film,Murat Düzgünoğlu,4,Dram,Show TV -    - FOX,Tolgahan Sayışman - Selen Soyder - Emina Sandal - Serenay Sarıkaya - Hatice Aslan - Kenan Bal - Aykut Yılmaz,2010
Sevginin Gücü,Erler Film,Ümit Efekan,1,Dram,Show TV,Hülya Avşar - Tarık Tarcan - Tolga Savacı - Maide Erçelebi - Bülent Bilgiç,1994
Ihlamurlar Altında,Avşar Film,Aydın Bulut,2,Dram,Kanal D,Bülent İnal - Tuba Büyüküstün - Özge Borak - Sinan Tuzcu,2005
Sihirli Annem,Süreç Film,Ersoy Güler -  (2003) - Tülay Kocatürk -  (2004-2005) - Kartal Çidamlı -  (2006-2012),7,Fantastik - Komedi,Kanal D -   - Star TV,İnci Türkay - Şahap Sayılgan - Defne Joy Foster - Zuhal Topal - Nevra Serezli - Ebru Karanfilci - Metin Serezli - Gül Onat,2003
Beyaz Gelincik,TMC,Güzide Balcı,2,Dram,atv,Erkan Petekkaya - Sezin Akbaşoğulları - Altan Erkekli - Mehmet Günsür - İsmail Hacıoğlu - Rana Cabbar,2005
Büyük Buluşma,Ser Film,Zeynep Tor - [1] -  U. Yağmur Yavuz  -  Naci Çelik Berksoy (-82)  -  Cem Akyoldaş (83-100)  -  Ahmet Sönmez (101-107)  -  Gürsel Ateş (108-115)  -  Metin Çamurcu (116-123)  -  Hüdaverdi Yavuz (124-155),4,Dram,Samanyolu TV,Ümit Acar - Oğuz Oktay -  Zeynep Ece Akkoca - Yusuf Sezgin,2004
Annem,Gold Film,Faruk Teber,2,Dram,Kanal D,Vahide Perçin - Duygu Yetiş - Talat Bulut - İlhan Şeşen - Emel Göksu,2007
Behzat Ç. Bir Ankara Polisiyesi,Adam Film  (2010-2013)  Inter Medya  (2019),"Serdar Akar -  (1, 2 ve 4. sezon) (Genel Yönetmen)  - Doğan Ümit Karaca -  (1 ve 2. sezon)  - Zekeriya Kurtuluş -  (2. sezon)  - Mustafa Altıoklar -  (2. sezon) (Konuk Yönetmen)  - Sadullah Şentürk -  (3. sezon)",4,Polisiye - Macera - Dram - Komedi - Aksiyon - Gerilim,Star TV -    - BluTV,Erdal Beşikçioğlu - Canan Ergüder - Fatih Artman - İnanç Konukçu - Berkan Şal - Seda Bakan - Berke Üzrek - Eray Eserol - Hakan Hatipoğlu - Ege Aydan - Ayça Eren - Nejat İşler - Güven Kıraç - Zafer Algöz - Aslı Tandoğan - Ahmet Uğurlu - Mine Tugay - Engin Öztürk - Sezin Akbaşoğulları - Serdar Orçin -  Gökhan Yıkılkan  - Ertuğrul Şakar - ve diğerleri,2010
Geçmiş Bahar Mimozaları,TRT,Okan Uysaler,1,Dram - Psikolojik,TRT 1,Filiz Akın - Rutkay Aziz - Ceylan Palay - Müşfik Kenter - Güler Ökten - Nurseli İdiz - Musa Uzunlar,1989
Gençler,TRT,Adem Kılıç,1,Duygusal - Gençlik - Komedi,TRT 1,Ziya Kürküt - Fikret Kuşkan - Oktay Kaynarca - Bilge Parlak - Melike Altunbaran - Zeynep Özden Ayyıldız - Çetin Etili,1989
Aşka Sürgün,Sis Yapım,Cemal Şan,2,Drama - Macera,atv,Mahsun Kırmızıgül - Beren Saat,2005
Yarım Elma,Sis Yapım,Deniz Akçay Katıksız - Ömer Uğur,2,Komedi - Dram,Kanal D -    - Show TV,Janset Paçal - Günay Karacaoğlu,2002
Aynalı Tahir,Base Productions,Erhan Baytimur  -  Cankat Ergin  - Hilal Saral -  Abdülkadir Ceylan Ede,5,Dram,Star TV -    - Flash TV -   - [6],Alişan - Arif Kilisli - Erkan Petekkaya - Bulut Aras - Saruhan Hünel - Kayra Şenocak - Yeşim Büber - Arkın Gelenbe - Emine Ün - Nihan Özcan - [1],1998
155 Polis İmdat,Emek Film,Şahin Gök,2,Polisiye - Aksiyon - Dram - Komedi,Show TV -    - Kanal D,Necla Nazır - Bülent Bilgiç - Murat Soydan - Yusuf Sezgin,1994
İbret-i Ailem,NTC Medya,Ömer Uğur,1,Komedi,Star TV,Müjdat Gezen - Şebnem Sönmez - Zafer Algöz,2012
Elveda Rumeli,Adam Film,Serdar Akar -  (Genel yönetmen) - Doğan Ümit Karaca - Özer Kızıltan,3,Dram - Tarihî,atv,Erdal Özyağcılar - Tolgahan Sayışman - Şebnem Sönmez - Gökhan Mete - Mustafa Jasar - Filiz Ahmet - Erman Saban - Berrak Tüzünataç - Suzan Akbelge - Luran Ahmeti - Ertan Saban - Bedia Begovska - Tuna Orhan - Perihan Tuna - Petar Mircevski - Selahattin Bilal - Elyesa Kaso,2007
Aile Reisi,Base Productions,Şengül Halat Atak,1,Aile - Romantik komedi,Star TV,Pınar Altuğ - Emre Kınay - Sermin Hürmeriç - Burak Davutoğlu - Bilge Şen - Nalan Gücüpek - Tamar Zeynep Papuççuoğlu - Uğur Aslan - Ünal Yeter - Elif Atakan - Barış Küçükgüler - Tuğyan Akay Kavukçu - Ceren Turkan - Alpay Özdoğancı,2009
Yer Gök Aşk,Avşar Film,Canan Çelik,3,Dram,FOX,Birce Akalay - Burak Hakkı - Murat Ünalmış - Melisa Aslı Pamuk - Tuvana Türkay - Işıl Yücesoy - Kanbolat Görkem Arslan - Levent Yılmaz - Ayşegül Günay - Remiz Evren - İpek Erdem - Sevinç Gediktaş - Şahin Ergüney - Firdevs Vüdül - Erhan Duran - Melih Özkaya,2010
Cennetin Sırları,Hayal Mahsulleri Ofisi,Murat Karahüseyinoğlu,1,Romantik - Gençlik - Dram,Star TV,Ozan Akbaba - Işıl Keskin - Gökay Müftüoğlu - Burçin Bilim - Alp Kadıoğlu - Didem Güçlü,2011
Karaoğlan,ANS Production,Abdullah Oğuz - Cem Akyoldaş - Çetin İnanç - Erdoğan Engin,1,Drama - Tarihî - Aksiyon,Kanal D,Kaan Urgancıoğlu - Tuba Ünsal - Serdar Gökhan - Özlem Tekin - İpek Tanrıyar - Sümer Tilmaç - İştar Gökseven - Hasan Yalnızoğlu - Evrim Solmaz - Fatoş Silan - Ayşen Gürler - Haldun Boysan - Sinemis Candemir - Nihat Nikerel - Ökkeş Avgın - Şevval Sam - Yılmaz Köksal,2002
Mazi Kalbimde Yaradır,Tims Productions,Çağatay Tosun,2,Romantik - Dram,TRT 1,Selçuk Yöntem - Sedef Avcı,2011
Farklı Desenler,Ser Film,Hasan Kıraç,3,Dram,Samanyolu TV,Asuman Çakır - Gözde Başaran - İskender Altın - Eren Özyalçın - Fatih Dönmez - Burak Demir,2010
Tatlı Hayat,Medyapım,Bora Tekay,3,Komedi - Sit-com,Show TV,Türkan Şoray - Haluk Bilginer - Asuman Dabak - Çolpan İlhan - Neco - Celal Kadri Kınoğlu - Gamze Özçelik - Emre Altuğ - Veysel Diker - Sevinç Aktansel - Sedat Kalkavan - Levent Sülün,2001
Selena,Süreç Film,Bora Onur,3,Fantastik kurgu - Komedi,atv,Sinem Kobal - Gökhan Keser - Cansu Demirci - Gizem Güven - Dilara Kurtulmuş - Sinan Çalışkanoğlu - Zuhal Topal,2006
İzmir Çetesi,Pastel Film,Murat Şeker -  (1-5) - Yıldız Hülya Bilban -  (6-16),1,Komedi,Star TV,Kadir İnanır - Kenan Ece - Mustafa Üstündağ,2011
Ağır Roman Yeni Dünya,Tims Productions,Metin Balekoğlu,1,Dram,Star TV,Onur Saylak - Nesrin Cavadzade - Macit Koper - Sumru Yavrucuk - Murat Daltaban - Özge Özpirinçci - Tamer Tıraşoğlu - Erkan Bektaş - Begüm Birgören,2012
Koyu Kırmızı,TMC,Atıl İnaç - Ulaş İnaç,1,Aksiyon - Drama,Star TV,Özgü Namal - Ozan Güven - Muhammet Uzuner - İpek Bilgin - Zeynep Özder - Engin Hepileri - Çağlar Çorumlu - Ceren Soylu - Mustafa Uzunyılmaz - İdil Yener - Tuğçe Akiş - Esme Madra - Şebnem Köstem - Sinem İslamoğlu - Mehmet Bozdoğan - Arzu Oş - Sevda Erginci - Tuğba Çom - Sevda Erginci - Metin Belgin - Elif Sönmez,2012
Papatyam,Mint Prodüksiyon,Bora Tekay,4,Aile - Komedi,Star TV,Metin Akpınar - Nilgün Kasapbaşoğlu - Deniz Oral -,2009
Kurşun Bilal,J Plan,Hasan Karacadağ,1,Polisiye - Dram,atv,Gökhan Mumcu - Arda Kural - Leyla Göksun - Sefa Zengin - Levent Sülün - Barkın Bayoğlu - Cem Kurtoğlu - Koray Kadirağa - Umut Demirdelen - Sevinç Erol - Kahraman Sivri - Bertan Ceylan - Müge Uyar - Uğur Taşdemir - Önder Keskin - Fatma Kabasakal - Nevzat Yılmaz - Hakan Gökhan Erdil - Hande Kaptan - Burak Orhan Yüzüak,2011
Böyle mi Olacaktı,Erler Film,Ümit Efekan - Temel Gürsu - Şahin Gök,6,Dram - Aile - Gençlik,atv,Açelya Akkoyun - Berna Laçin - Hande Ataizi,1997
Al Yazmalım,Ay Yapım,Ali Bilgin,1,Aşk - Dram,atv,Seçkin Özdemir - Özge Özpirinçci - Barış Falay - Nesrin Cavadzade - Saygın Soysal - Ahmet Saraçoğlu - Gözde Kansu - Zeynep Eronat - Macit Koper,2011
Taşların Sırrı,Star 1,Yusuf Kurçenli,1,Gizem kurgu - Fantezi - Macera,Star TV,Tarık Akan - Ayşegül Aldinç - Merih Akalın - Tuncer Necmioğlu - Bilge Zobu - Ali Çoban - Coşkun Göğen - Menderes Samancılar,1992
Acayip Hikayeler,Acayip Medya,Soykut Turan - Veli Çelik - Mustafa Altıoklar,1,Fantastik - Gerilim - Korku filmi - Bilimkurgu,Star TV,Haluk Bilginer - Şevval Sam - Altan Erkekli - Begüm Akkaya - Cem Özer - Fatih Dönmez - Irmak Ünal - Kaan Urgancıoğlu - Tamer Karadağlı - Gülşah Şahin - Levent Üzümcü - Yeşim Büber - İdil Fırat - Jess Molho - Sermet Yeşil - Ayşegül Akdemir - Beril Kayar - Ayla Arslancan - Ferdi Sancar - Bülent Polat - Murat Çekem - Özlem Tekin,2012
Kollama,Samanyolu TV,Cemile Kırmızı Karadaş  -  Ercan Durmuş  -  Gül Güzelkaya  -  Ömer Gökhan Erkut  -  Cem Akyoldaş  -  Taner Tunç  - Barış Yöş,4,Polisiye - Aksiyon - Dram,Samanyolu TV,Mehmet Özgür - Orhan Bıyıklı - Eşref Kolçak - Serhan Süsler - Ertan Kılıç - Osman Kot - Okay Şenol - Enis Yıldız - Cevher Hikmet Güzey - Hüseyin Köroğlu - Reha Taşman - Ali Başar - Gökçer Genç,2008
Menekşe İle Halil,Ay Yapım,Uluç Bayraktar,1,Aşk - Drama,Kanal D,Kıvanç Tatlıtuğ - Sedef Avcı -,2007
Gönül Ferman Dinlemiyor,EBS Production,Şenol Sönmez,1,Komedi,Show TV,Engin Şenkan - Melek Baykal - Oktay Dener - Altan Karındaş - Türkü Turan - Mehmet Ali Kaptanlar - Ceren Soylu - Mehtap Bayri - Nail Kırmızıgül,2010
Küçük Kıyamet,Limon Yapım,Hasan Kıraç,2,Drama - Dini,Samanyolu TV,Emrah Girgin - Reha Yeprem,2012
Asi,Sis Yapım,Cevdet Mercan,2,Dram - Romantik,Kanal D,Tuba Büyüküstün - Murat Yıldırım - Çetin Tekindor - Nur Sürer - Tuncel Kurtiz - Selma Ergeç,2007
Canısı,Gold Film,Temel Gürsu,1,Dram - Macera,Show TV,İbrahim Erkal - Emine Ün - Yusuf Çetin - Sevtap Parman - Tanju Gürsu - Sedef Bildik - Canan Perver - Kuzey Vargın - Nur Subaşı - Murat Soydan - Engin Koç,1997
Kanun Savaşçıları,TRT,Emin Gerçeker,1,Aksiyon - Macera - Polisiye,TRT 1,Serdar Gökhan - Eşref Kolçak - Özlem Savaş - Yusuf Sezgin - Savaş Akova - Orsel Sonat - Sermin Karaali - Perin Karaali - Tanju Şarman,1989
Sıcak Saatler,Sinegraf  (1-17) Detay Film,Osman Sınav -  (1-13) - Mustafa Şevki Doğan -  (14-28) - Sadullah Celen -  (29-30) - Veli Çelik -  (30-67)  - Mehmet Aslantuğ -  (67-80),3,Dram - Duygusal - Macera - Polisiye,atv,Mehmet Aslantuğ - Arzum Onan - Nihat Nikerel - Kenan Işık - Aytaç Yörükaslan - Sevda Ferdağ,1997
