Title,Yapımşirketi,Yönetmen,Sezonsayısı,Tür,Kanal,Başrol,Başlangıç_Yılı
Üç Kadın,TRT,Atıf Yılmaz - Oğuz Yalçın - Çiğdem Sezgin,1,Dram,TRT 1,Fikret Hakan - İpek Tenolcay - Fatma Karanfil - Nefise Karatay - Murat Ünalmış - Suna Keskin - Zerrin Arbaş,2005
Portatif Hüseyin,Star 1  (1991-1992)  HBB  (1992-1993),Gül Erbil - Ümit Volkan,2,Komedi,Star TV -   - HBB,Nezih Tuncay - Orçun Sonat - Yasemin Koşat - Ali Yalaz - Hadi Çaman - Halit Akçatepe - Gönül Tuncay - Ayşegül Uygurer,1991
20 Dakika,Ay Yapım,Serdar Işık -  (1-5) - Ali Bilgin -  (6-25),1,Dram - Aksiyon,Star TV,Tuba Büyüküstün - İlker Aksum - Fırat Çelik - Bülent Emin Yarar - Müjde Uzman - İpek Bilgin - Ayten Uncuoğlu - Cihat Tamer - Metin Çekmez,2013
Bizim Evin Halleri,TRT Focus Film,Tülay Eratalay - Tarık Alpagut - Cafer Özgül - [1],10,Aile - Komedi - Duygusal - Dram,TRT 1 -   - Kanal 1 -   - atv,Beyhan Saran - Meral Niron - Emel Göksu - Ayşe Nil Şamlıoğlu - Şahap Sayılgan - Nusret Çetinel - Pervin Ünalp - Burak Demir - Murat Demir - Ozan Şenozan - Berfu Öngören - Hülya Gülşen Irmak - Dilara Yalçın,2000
Adını Sen Koy,Birsel Film (1. sezon) Karamel Yapım (1-4. sezon),Gül Güzelkaya - Atilla Cengiz - Irmak Çengel - Fulya Yavuzoğlu - Mahir Aktaş,4,Dram - Romantik,TRT 1 -  - Star TV -  - TV8,Erkan Meriç - Hazal Subaşı - Cenk Torun - Deniz Durmaz,2016
İlişki Durumu: Evli,MF Yapım,Bülent İşbilen,1,Aşk - Gençlik - Romantik komedi,Show TV,Berk Oktay - Seren Şirince - Nurseli İdiz - Serenay Aktaş,2016
Çemberimde Gül Oya,Avşar Film,Çağan Irmak,1,Dram - Politik,Kanal D,Selda Alkor - Özge Özberk - Mehmet Ali Nuroğlu - Tuba Büyüküstün - Melisa Sözen - Suzan Aksoy - Şerif Sezer - Kenan Bal - Işıl Yücesoy,2004
Sırılsıklam,Ulus Production,Temel Gürsu,2,Drama - Macera,Show TV,İbrahim Erkal - Melis Yamalıoğlu - Süleyman Turan - Engin Koç - Canan Perver - Deniz Eroğlu - Yosi Mizrahi - Eşref Kolçak - Kuzey Vargın - Engin Günay - Şener Gezgen - Burçin Terzioğlu,1998
Seddülbahir 32 Saat,Okur Film,Yasin Uslu,1,Tarihî - Dramatik,TRT 1,Okan Yalabık - İbrahim Çelikkol - Dolunay Soysert - Murat Ünalmış - İlker Aksum - Hakan Kurtaş - Giovanni Arvaneh - Uğur Güneş,2016
Ezel,Ay Yapım,Uluç Bayraktar,2,Aksiyon - Dram,Show TV -   - atv,Kenan İmirzalıoğlu - Cansu Dere - Yiğit Özşener - Barış Falay - Tuncel Kurtiz - Haluk Bilginer,2009
İnadına Aşk,Sinegraf,Osman Sınav - Yusuf Ömer Sınav,1,Romantik komedi,FOX,Can Yaman - Açelya Topaloğlu - Nilay Duru - Eren Vurdem,2015
Hayat Bazen Tatlıdır,Süreç Film,Hamdi Alkan,1,Dram - Komedi - Gençlik,Star TV,Birce Akalay - Ufuk Özkan - Kanbolat Görkem Arslan,2016
Küstüm Çiçeği,Medya Skala,Kemal Uzun,1,Komedi - Aile,TRT 1,Salih Kalyon - Füsun Demirel - Ali Erkazan - Esra Ronabar - Engin Hepileri - Sezin Akbaşoğulları - Sezgi Mengi - Ayşenur Yazıcı - Sevim Gelenbe - Murat Cemcir - Aydoğan Oflu - Erdal Tosun - Nalan Gücüpek - Ayfer Dönmez - Emin Gürsoy - Zeynep Evrim Aydın - Kaya Akarsu,2010
İz Peşinde,TRT,Hüseyin Karakaş,3,Aksiyon - Dram - Duygusal - Gerilim - Macera - Polisiye,TRT 1 -    - Star TV,Mehmet Aslantuğ - Erol Taş - Gülen Karaman - Osman Yağmurdereli - Serdar Bostancı - Bensu Orhunöz - Orsel Sonat,1990
Bir İstanbul Masalı,TMC,Ömür Atay,2,Aşk - Drama,atv,Mehmet Aslantuğ - Ahu Türkpençe - Çetin Tekindor - Altan Erkekli - Arsen Gürzap - Vahide Perçin - İsmail Hacıoğlu - Ozan Güven,2003
Beş Kardeş,Ay Yapım,Onur Ünlü,1,Komedi,Kanal D,Serkan Keskin - Osman Sonant - Tansu Biçer - Nadir Sarıbacak - Fatih Artman,2015
Aile Saadeti,Fabrika Yapım,Cankat Ergin,1,Aile - Komedi,atv,Yetkin Dikinciler - Engin Hepileri - Sibel Taşçıoğlu - Ayberk Atilla - Güzin Usta,2009
Aşağı Yukarı Yemişlililer,BKM Mutfak,Şahin Altuğ,1,Komedi,atv,Şahin Irmak - Sülo  - Bülent Emrah Parlak - Mikail  - Murat Eken - Serhat  - Büşra Pekin - Menekşe  - Gülhan Tekin - Emine  - Burcu Gönder - Handan,2011
Pulsar,Rüzgar Yapım,Ayşe Şule Bilgiç - Mustafa Yaşar - Serkan İpekören - Kartal Çidamlı,1,Aile,Star TV,Pulsar Von Juliet - Ayberk Koçar - Buket Dereoğlu - Kayra Şenocak - Ecem Uzun,2008
Aynadaki Düşman,Rumeli Film,Hakan Kurşun,1,Dram - Aksiyon,TRT 1,Şafak Sezer - Haluk Piyes - Barış Kılıç - Mine Tugay - Mahir Günşiray - Fadik Sevin Atasoy,2009
Küçük Kadınlar,D Productions,Hakan Arslan,3,Dram,Kanal D -   - Star TV,Özge Borak - Hande Soral - Fulya Zenginer - Ekin Türkmen - Elit İşcan - Selin Ilgar - Ali İl - Birsen Dürülü - Ahmet Tansu Taşanlar - Nur Hayat Boz - Kıvanç Kasabalı - Ahmet Levendoğlu - Burak Sağyaşar - Simge Selçuk - Hülya Şen - Cevdet Arıcılar - Ayşegül Günay - Duygu Keser - Emre Tetikel - Kemal Pekser,2008
Umuda Kelepçe Vurulmaz,Bi Yapım Prodüksiyon,Cemal Şan,1,Dram - Gençlik,FOX,Begüm Birgören - Özge Özder - Mert Yazıcıoğlu - Melisa Şenolsun - Burak Dakak,2016
Yuva,TRT,Mehmet Taşdiken,1,Duygusal - Aile,TRT 1,Tamer Yiğit - Sema Çelebi - Muhterem Nur - Mesut Çakarlı - Tunç Güntay - Kuzey Vargın - Nazan Saatçi,1990
Adı Mutluluk,Süreç Film,Ersoy Özlevi,1,Gençlik - Dram - Romantik komedi,FOX,Ezgi Eyüboğlu - Dilara Aksüyek - Kaan Yıldırım,2015
İkinci Bahar,Erler Film Most Production,Uğur Yücel - Orhan Oğuz - Türkan Derya,3,Dram,atv,Türkan Şoray - Şener Şen - Tarık Papuççuoğlu - Güven Hokna - Nedim Saban - Özkan Uğur - Nurgül Yeşilçay - Ozan Güven,1998
Adak,Gold Film,Adnan Güler,1,Drama,Show TV,Emrah - Hande Subaşı,2006
Ulan İstanbul,D Productions,Murat Onbul,1,Aksiyon - Komedi - Macera - Aşk,Kanal D,Uğur Polat - Şebnem Bozoklu - Erkan Kolçak Köstendil - Kaan Yıldırım - Sevtap Özaltun - Salih Bademci,2014
Hıyanet Sarmalı,Ser Film,Taner Tunç,1,Dram - Aksiyon,Samanyolu TV,Ali Başar - Emre Taşkıran - Cem Uçan,2013
Hatırla Sevgili,Sis Yapım,Ümmü Burhan,2,Dram - Romantik - Tarihî,atv,Cansel Elçin - Beren Saat - Okan Yalabık,2006
Aile İşi,NTC Medya,Jale Atabey,1,Komedi - Dram - Aile,atv,Ufuk Özkan - Pelin Akil - Hasibe Eren - Gülay Baltacı - Sait Genay - Murat Akkoyunlu - Can Bonomo - Özgür Emre Yıldırım - Osman Wöber,2016
Süper Baba,Kare Ajans,Osman Sınav - Tunca Yönder - Orhan Oğuz - Kartal Tibet - Feyzi Tuna,4,Dram,atv,Şevket Altuğ - Jülide Kural - Seray Gözler - Sümer Tilmaç - İsmet Ay - Şevval Sam - Bennu Yıldırımlar,1993
Gümüş,D Productions,Tarık Alpagut - Kemal Uzun,3,Dram - Romantik,Kanal D,Kıvanç Tatlıtuğ - Songül Öden - Ekrem Bora,2005
Küçük Besleme,"Yeni Yapımlar Yönder Ltd,Şti",Tunca Yönder,3,Dram,Star TV,Tomris Oğuzalp - Nur Kulakoğlu - Esmeray - Gökhan Eğilmezbaş - Kuzey Vargın,1999
Kuruntu Ailesi,TRT,Uğur Erkır,5,Komedi - Sitcom,TRT 1,Gazanfer Özcan - Gönül Ülkü - Doğu Erkan - Gazanfer Ündüz - Fulya Özcan - Zihni Göktay - Can Kolukısa,1985
Vay Anam Vay,D Productions,Erdoğan Engin,1,Komedi,Kanal D,Nevra Serezli - Atilla Olgaç - Sıdıka Şenkan - Ayhan Kavas - Gülen Karaman - Hakan Vanlı - Burçak Işımer - Metin Zakoğlu - Saydam Yeniay - Melike Güner - Alev Cınbarcı - Rüyam Olunçay - Parkan Özturan - Kaya Gürel - Ezgim Kılınç - Mustafa Uzunyılmaz - Nesrin İşçi - Nihal Menzil -,2000
Gülümse Yeter,MF Yapım,Serdar Gözelekli,1,Aile - Komedi,Show TV,Erdal Özyağcılar - Aslı Bekiroğlu - Yılmaz Kunt - Seray Kaya - Pamir Pekin - Sermet Yeşil,2016
Aliye,TMC Film,Kudret Sabancı,3,Dram,atv,Sanem Çelik - Nejat İşler - Halit Ergenç,2004
Kurtuluş,TRT,Ziya Öztan,1,Tarihî,TRT 1,Rutkay Aziz - Mahmut Cevher - Savaş Dinçel - Altan Erkekli - Ayda Aksel - Macide Tanır,1994
Keşanlı Ali Destanı,D Productions,Çağan Irmak,1,Epik - Dram - Politik,Kanal D,Nejat İşler - Belçim Bilgin,2011
Kınalı Kuzular,TRT,Tunç Davut,1,Tarihî,TRT 1,Ziya Kürküt -  -Ahmet Mümtaz Taylan -  Emin Gürsoy - Demir Karahan - Fatma Karanfil,2006
Kış Güneşi,Endemol Shine Turkey,Murat Onbul -  (1-5) - Deniz Koloş - Serhan Şahin,1,Dram - Romantik,Show TV,Şükrü Özyıldız - Aslı Enver - Şenay Gürler - Mahir Günşiray - Başak Parlak - Hakan Gerçek - Berrak Kuş - Mehmet Esen - Hakan Boyav,2016
Makina Kafa,Makina Medya Yapımevi,Efe Hızır - Barış Gürkan,1,Talk show,Show TV,Okan Bayülgen,2013
Görgüsüzler,Erler Film,Yaşar Seriner,1,Komedi,atv,Melek Baykal - Zeki Alasya - Çağla Şikel - Mert Öcal - Levent Ülgen - Zihni Göktay - Ümit Yesin - Veysel Diker - Şeyla Halis - Bahar Öztan,2008
Aşk-ı Memnu,Ay Yapım,Hilal Saral,2,Dram - Romantik,Kanal D,Beren Saat - Kıvanç Tatlıtuğ - Selçuk Yöntem - Hazal Kaya - Nebahat Çehre - Zerrin Tekindor - Nur Fettahoğlu,2008
Aşk Laftan Anlamaz,Tims Productions,Müge Uğurlar - Bahadır İnce,1,Romantik komedi,Show TV,Hande Erçel - Burak Deniz,2016
Türkan,Koliba Film,Türkan Derya - Cemal Şan,1,Dram,Kanal D,Pınar Öğün - Saygın Soysal - Özgürcan Çevik,2010
Güldünya,TMC,Ömür Atay,1,Dram,Star TV,Sanem Çelik - Yeliz Doğramacılar - Songül Öden,2008
Genco,D Productions,Kemal Uzun,1,Dram - Fantezi,Kanal D,Alpay Kemal Atalan - Selen Seyven - Hazal Kaya,2007
İçerde,Ay Yapım,Uluç Bayraktar,1,Aksiyon - Polisiye - Dram,Show TV,Çağatay Ulusoy - Aras Bulut İynemli - Çetin Tekindor - Mustafa Uğurlu,2016
Hürrem Sultan,Medyapım,Fatih Aksoy - Fatmanur Sevinç,1,Tarihî,Star TV,Gülben Ergen - Ali Sürmeli - Hatice Aslan - Serdar Deniz,2003
Kiraz Mevsimi,Süreç Film,Filiz Gülmez Pakman - Eda Teksöz,2,Aşk - Gençlik - Romantik komedi,FOX -   - teve2,Özge Gürel - Serkan Çayoğlu - Dağhan Külegeç - Nilperi Şahinkaya,2014
Yeşeren Düşler,Ser Film,Taner Tunç,2,Dram,Samanyolu TV,Bilgehan Birincioğlu - Gülşah Şahin,2006
Acı Hayat,Sinegraf,Abdülkadir Ceylan Ede,2,Dram - Aksiyon,Show TV,Kenan İmirzalıoğlu - Selin Demiratar - Oğuz Galeli - Ebru Kocaağa - Ahmet Yenilmez - Murat Soydan - Meral Orhonsay - Ferdi Merter - Anta Toros,2005
Benim Adım Gültepe,D Productions,Zeynep Günay - Deniz Koloş,1,Dram,Kanal D,Mete Horozoğlu - Ayça Bingöl - İlker Kızmaz,2014
Şefkat Tepe,Ser Film,Erhan Baytimur - Engin Koç,4,Aksiyon - Askeri - Dram - Savaş,Samanyolu TV,Mert Kılıç - Ertuğrul Şakar - Aslıhan Güner - Dilara Büyükbayraktar - Mehmet Korhan Fırat - Bora Karakul - Merve Akaydın - Gülşah Küçükyıldız,2010
Şeref Meselesi,D Productions,Altan Dönmez,1,Dram,Kanal D,Kerem Bürsin - Şükrü Özyıldız,2014
Merhamet,Most Production,Çağatay Tosun,2,Dram,Kanal D,Özgü Namal - İbrahim Çelikkol - Mustafa Üstündağ - Burçin Terzioğlu - Yasemin Allen,2013
Yabancı Damat,Erler Film,Yağmur Taylan - Durul Taylan,3,Dram,Kanal D,Erdal Özyağcılar - Sumru Yavrucuk - Nehir Erdoğan - Özgür Çevik - Arif Erkin - Zeki Alasya - Binnur Kaya - Tülin Oral - Yılmaz Gruda,2004
Harem,Tükenmezkalem Film,Süleyman Seçik,1,Sitcom,FOX,Levent Üzümcü - Nurseli İdiz - Belma Canciğer - Başak Sayan - Çiçek Dilligil - Duygu Şen - Zuhal Yalçın - Önder Açıkbaş - Mehmet Ali Erbil - Serhan Arslan - Gamze Karaman - Ömür Özdemir - Hande Katipoğlu,2012
Muhteşem Yüzyıl: Kösem,Tims Productions,Çağatay Tosun - Zeynep Günay,2,Tarihî - Drama - Aksiyon - Yarıkurgu,Star TV -     - FOX,1. sezon Beren Saat Ekin Koç Aslıhan Gürbüz Anastasia Tsilimpiou Hülya Avşar Tülin Özen 2. sezon Nurgül Yeşilçay Metin Akdülger Farah Zeynep Abdullah Tugay Mercan,2015
Ritmini Arayan Kalpler,Ser Film,Hasan Kıraç,1,Dram,Samanyolu TV,Yaren Aynuz,2009
Aşk ve Ceza,TMC Film,Kudret Sabancı,2,Dram - Aşk - Romantik,atv,Murat Yıldırım - Nurgül Yeşilçay - Feride Çetin - Tomris İncer - Caner Kurtaran,2010
Güneşin Kızları,Süreç Film,Sadullah Celen,1,Romantik - Komedi - Drama - Aile,Kanal D,Emre Kınay - Evrim Alasya - Tolga Sarıtaş - Burcu Özberk - Hande Erçel - Berk Atan,2015
Efsane,Replik Ajans,Tunç Başaran,1,Fantastik - Polisiye - Macera,Star TV,Şemsi İnkaya - Tardu Flordun,2002
Seksenler,MinT Motion Pictures,"Birol Güven - (2012) - Müfit Can Saçıntı - (2012-2016) - Bora Tekay - (2016-2017, 2019-2021, 2022) - Mustafa Uğur Yağcıoğlu - (2021-2022)",10,Sitcom - Nostalji - Romantik,TRT 1 - Beyaz TV,Özlem Türkad - Şoray Uzun - Ayşe Tolga - İlker Ayrık - Zeynep Sever - Eski başroller - Rasim Öztekin - Yasemin Baştan - Serhat Kılıç - Ceyhun Fersoy,2012
Bir Zamanlar Osmanlı,Herşey Film,Altan Dönmez,2,Tarihî,TRT 1,Türkân Şoray - Özcan Deniz - Aslı Tandoğan - Cemal Hünal - Tolga Karel - Hâzım Körmükçü - Fırat Tanış,2012
Dinle Sevgili,Base Yapım,Neslihan Yeşilyurt,2,Dram - Aşk,FOX,Cem Kılıç,2011
Kanıt,ANS Productions,Biray Dalkıran,3,Polisiye,Kanal D,Sevil Atasoy - Engin Benli - Deniz Celiloğlu - Tolga Karel,2010
Çiçek Taksi,Ulusal Radyo Televizyon Erler Film,Yaşar Seriner - Ümit Efekan - Mehmet Bozkuş - Erdoğan Tokatlı,7,Aile - Komedi,atv -   - TRT 1,Erol Günaydın - Eşref Kolçak - Ümit Yesin - Bekir Aksoy - Cengiz Küçükayvaz -,1995
Karayılan,Sis Yapım,Cem Akyoldaş - Feride Kaytan,1,Tarihî - Dram,atv,Bülent İnal - Begüm Birgören - Engin Akyürek,2007
Halil İbrahim Sofrası,TRT,Ahmet Katıksız,1,Komedi - Aile - Dram,TRT 1,Hasan Kaçan - Kadir Çöpdemir - Ahmet Yenilmez - Burak Satıbol - Seray Gözler - Ayçe Abana - Özlem Türay - İnan Ulaş Torun - Özge Sezince Varley - Serkan Ercan,2010
Gözlerinde Son Gece,Gold Film,Faruk Turgut,1,Drama,Star TV,Türkan Şoray - Rutkay Aziz - Kaan Girgin - Selen Yıldız - Levent Özdilek - Atilla Olgaç - Bülent Bilgiç,1996
Sana Bir Sır Vereceğim,Scor Films,Cevriye Demir - Filiz Gülmez Pakman,1,Aile - Drama - Fantastik,FOX,Murat Han - Esra Ronabar - Ekin Koç - Demet Özdemir,2013
Benim Annem Bir Melek,BKM Film İmaj  (post prodüksiyon),Hakan Algül,3,Aile - Durum komedisi,atv -    - Star TV -    - a2,Oya Başar - Tarık Ünlüoğlu - Dolunay Soysert - Ali Sunal - Şehsuvar Aktaş - Ayçin İnci,2008
Küçük İbo,Sedine Prodüksiyon,Hüseyin Karakaş - Zeynep Tor,4,Dram - Gerilim,Show TV,"İbrahim Küçük -  (İbo), - Bülent Bilgiç -  (Hasan), - Yasemin Koşal -  (Aysel), - Levent Üzümcü -  (Raşit), - Nazan Ersan -  (Cemile), - Selen Güzel -  (Mine), - Ceyda Ateş -  (Elmas), - Canan Kılıç -  (Ayşe), - Günyol Bakoğlu -  (Mehmet), - Nurhan Yılma -  (Menekşe), - Şinasi Yurtsever -  (Selçuk) - Canan Akgül -  (Hatice) - Merve Erdoğan -  ()",1997
Baba Evi,Muhteşem Film,Yusuf Kurçenli - Orhan Oğuz - Mahinur Ergun - Feyzi Tuna - Erden Kıral,4,Dram,atv,Halil Ergün - Deniz Gökçer - Sevinç Erbulak - Ayşegül Ünsal - Altan Karındaş - İsmet Ay - İhsan Devrim,1997
Bebek İşi,Limon Film,Tolga Karaçelik,1,Komedi,Show TV,Nurgül Yeşilçay - Timur Acar,2013
Sevgili Dünürüm,Gold Film,Hakan Algül,1,Durum komedisi,Star TV,Engin Altan Düzyatan - Rojda Demirer - Haluk Bilginer - Sumru Yavrucuk,2007
Alacakaranlık,Paranoya TV,Yağmur Taylan - Paxton Winters - Durul Taylan - Alican Yücel,2,Polisiye - Macera - Gerilim - Aksiyon,Show TV,Uğur Yücel - Kenan İmirzalıoğlu,2003
Yağmurdan Sonra,Samanyolu TV,Cemile Kırmızı Karadaş (1-4)  -  U. Yağmur Yavuz (5-14)  -  Hüdaverdi Yavuz (15-19)  -  Naci Çelik Berksoy (20-39),1,Dram,Samanyolu TV,Seçil Mutlu - Yıldız Çağrı Atiksoy - Ali Sürmeli - Atilla Olgaç - Kayra Şenocak - Sefa Zengin,2006
Kara Para Aşk,Ay Yapım,Ahmet Katıksız,2,Aksiyon - Polisiye - Dram,atv,Engin Akyürek - Tuba Büyüküstün - Erkan Can - Saygın Soysal - Nebahat Çehre - Burak Tamdoğan,2014
N'olur Ayrılalım,Sinegraf,Yusuf Ömer Sınav,1,Romantik komedi,FOX,Nilay Duru - Aras Aydın - Gürgen Öz - Nilperi Şahinkaya,2016
Diriliş Ertuğrul,Tekden Film,Metin Günay,5,Tarihî - Kurgu - Aksiyon - Macera - Dram,TRT 1 -   - TRT İzle -   - YouTube TV -   - Netflix,Engin Altan Düzyatan - Kaan Taşaner - Hülya Darcan - Esra Bilgiç - Didem Balçın - Serdar Gökhan - Hakan Vanlı - Serdar Deniz - Levent Öktem - Hande Subaşı - Burcu Kıratlı - Barış Bağcı - Uğur Güneş - Ayberk Pekcan - Osman Soykut - Mehmet Çevik - Sezgin Erdemir - Kürşat Alnıaçık - Cem Uçan - Erden Alkan - Gülsim Ali - Gülçin Santırcıoğlu - Murat Garipağaoğlu - Çağdaş Onur Öztürk - Cengiz Coşkun - Cavit Çetin Güner - Nurettin Sönmez - Cemal Hünal - Burak Hakkı - Batuhan Karacakaya - Hande Soral - İlker Aksum - Ali Ersan Duru,2014
Böyle Bitmesin,AT Yapım,Emre Kabakuşak,2,Dram - Polisiye - Sosyal,TRT 1,Yeliz Kuvancı - Nergis Öztürk - Cemal Toktaş,2012
Zerda,TMC,Kudret Sabancı,2,Drama,atv,Yavuz Bingöl - Ece Uslu - Burak Sergen - Güven Hokna - Halit Ergenç - Hülya Şen,2002
Kara Melek,Eylül TV,Uğur Erkır -  (1. sezon) - Dilek Gökçin - Türkan Derya,4,Macera - Dram,Star TV,Sanem Çelik - Ece Uslu - Mustafa Alabora - Toprak Sergen - Ziya Kürküt - Zehra Alptürk - Aliye Uzunatağan - Sevtap Çapan - Memet Ali Alabora - Şenay Gürler - Ebru Akel - Yağmur Kaşifoğlu -  ve  - Zerrin Arbaş,1997
Belalı Baldız,Medyapım,Fatih Aksoy - Yonca Güzelpınar - Günay Köker,1,Komedi - Aile,atv,Nurgül Yeşilçay - Berna Laçin - Kenan Işık - Mehmet Aslan - Cemre Özer - Sedef Şahin - Raffaele Cedolini - Selin Denizli,2005
Karışık İş,Ay Yapım,Uğur Erkır,1,Komedi,Star TV,Gazanfer Özcan - Gönül Ülkü - Füsun Önal - İsmail İncekara - Saltuk Kaplangı - Gazanfer Ündüz - Fulya Özcan - Çiçek Dilligil - Göksel Kortay,1991
Benim İçin Üzülme,Boyut Film,Serkan Birinci,2,Dram,atv -    - Show TV,Fulya Zenginer - Tansel Öngel - Çağlar Ertuğrul - Öykü Çelik - Rana Cabbar - Beyazıt Gülercan,2012
Kavak Yelleri,Tims Productions,Jale İncekol - Cevdet Mercan - Osman Taşcı,5,Gençlik - Dram,Kanal D,Dağhan Külegeç - Pelin Karahan - İbrahim Kendirci - Aslı Enver - Sarp Apak - Ceren Moray -  Cemil Büyükdöğerli  - Ferit Aktuğ - Lale Mansur,2007
Medcezir,Ay Yapım,Ali Bilgin - Deniz Yorulmazer,2,Gençlik - Drama,Star TV,Çağatay Ulusoy - Serenay Sarıkaya,2013
Kaçak,Süreç Film,Volkan Kocatürk - Serkan Birinci,2,Polisiye - Aksiyon - Macera - Mafya,atv,Gürkan Uygun - Hasan Küçükçetin - İnanç Konukçu - Berk Hakman - Mustafa Avkıran - Begüm Birgören - Burak Deniz - Metin Coşkun - Yosi Mizrahi - Haluk Bilginer - Yağmur Tanrısevsin -  ve  - diğerleri,2013
Fırıldak Nuri,Gold Film,Aydın Bağardı,1,Komedi,Star TV,Mehmet Ali Erbil - Hamdi Alkan - Baykal Kent,1995
Eyvah Babam,Doku Film,Ünal Küpeli -  (1–39)  -  Cemal Kavrar (35–39),2,Komedi,Kanal D,Haluk Bilginer - Osman Cavcı - Savaş Ay - Uğur Kıvılcım - Umut Sezgin - Açelya Elmas,1998
Yahşi Cazibe,Süreç Film,Bora Onur,2,Romantik komedi - Sit-com,atv -   - a2,Hakan Yılmaz - Aslıhan Gürbüz - Gökçe Özyol - Hande Katipoğlu - Ege Kökenli - Bekir Aksoy - Sezai Aydın - Serhan Arslan,2010
Alın Yazım,Düş Gezginleri Film,Irmak Çengel - Atilla Cengiz,2,Dram - Gençlik,Kanal D -    - TV 2 -    - 2M TV -   - TVN -    - Telefuturo,Duygu Keser - Ozan Dağgez - Yeşim Gül - Orhan Aydın - Deniz Durmaz - Ayberk Aladar,2014
Vatanım Sensin,O3 Medya,Taylan Biraderler - Burak Arlıel,2,Tarihî - Dram,Kanal D,Halit Ergenç - Bergüzar Korel,2016
Yeşil Deniz,TFT Yapım,Yahya Samancı,2,Romantik komedi - Dram,TRT 1,Burak Serdar Şanal - Mert Turak - Burak Alkaş - Ali Barkın - Melis Babadağ - Öykü Çelik,2014
Poyraz Karayel,Limon Film,Çağrı Vila Lostuvalı -  (1-62) - Osman Taşcı -  (63-82),3,Polisiye - Aşk - Dram - Eğlence,Kanal D,İlker Kaleli - Burçin Terzioğlu - Musa Uzunlar,2015
Kara Sevda,Ay Yapım,Hilal Saral,2,Aşk - Drama,Star TV,Burak Özçivit - Neslihan Atagül - Kaan Urgancıoğlu,2015
Aşk Kapıyı Çalınca,Koliba Film,Ömer Gökhan Erkut,1,Dram - Duygusal,Star TV,Burak Kut - Burak Davutoğlu - Erdal Küçükkömürcü - Bahar Öztan - Aslı Yılmaz - Nihal Menzil - İpek Erdem - Bersun Goriça - Deniz Özmen - Hümeyra Aydoğdu - Selçuk Özdoğan - Serap Matyaş - Serkan Uzuner - Çağlar Tüfekçi - Gökhan Özaras - Semra Kaygun,2007
Yedi Numara,TRT,Haluk Bener - Sadullah Celen,3,Gençlik - Komedi,TRT 1,Şebnem Sönmez - Engin Alkan - Tuba Erdem - Okan Selvi - Ayça Mutlugil - Nuray Uslu - Gülden Güney - Volkan Girgin,2000
Düşman Kardeşler,Sinetel Film,Semra Dündar,1,Komedi,Show TV,Tarık Papuççuoğlu - Murat Eken - Kaan Urgancıoğlu - Oya Aydoğan - Hande Subaşı - Burcu Biricik,2012
Suskunlar,Tims Productions,Umur Turagay -  (1)  - Çağatay Tosun -  (2-16)  - Çağrı Vila Lostuvalı -  (17-28) - Hatice Memiş -  (17-28),2,Dram - Gerilim,Show TV,Murat Yıldırım - Sarp Akkaya - Güven Murat Akpınar - Aslı Enver - Berk Hakman - Pelin Akil,2012
Hepimiz Birimiz İçin,Artı Film,Serkan Birinci - Sadullah Celen,1,Romantik komedi - Dram,Kanal D,Seda Güven - Buğra Gülsoy,2008
Bitmeyen Şarkı,Gold Film,Sadullah Celen - Deniz Akçay,1,Aşk - Drama,atv,Bergüzar Korel - Bülent İnal,2010
Bedel,NTC Medya,Ulaş İnaç -  (1-3) - Feride Kaytan -  (4-7) - Şenol Sönmez -  (8-15) - Tuna Aktaş -  (16-20) - Mücahit Akyoldaş -  (16-20),1,Dram - Aşk,atv,Necip Memili - Sedef Avcı - Berk Erçer,2015
Büyük Sır,Limon Yapım,Raşit Çelikezer,1,Dram - Gerilim -,Show TV,Zeynep Ekin Öner - Eda Aydınlı - Deniz Gökçe Kayhan - Gülin Ersoy - Şevki Çepa,2014
Gurbet Kadını,Erler Film,Melih Gülgen,2,Dram,Show TV,Meltem Cumbul - Burak Hakkı - Fatma Girik,2003
Asmalı Konak,ANS Productions D Productions,Çağan Irmak,2,Dram - Duygusal,atv,Özcan Deniz - Nurgül Yeşilçay - Selda Alkor,2002
Erkek Tarafı,Marmara Yapım,Cem Sürücü,1,Komedi,Star TV,Burak Sergen - Asuman Dabak - Murat Onuk - Ali Düşenkalkar - Kamil Güler - Nejat Birecik - Güler Ökten - Eylem Şenkal,2005
Cesur Yürek,Fark Film,Emre Kabakuşak,1,Dram - Aksiyon,Show TV,Onur Tuna - Rüveyda Öksüz - Hüseyin Avni Danyal - Hakan Yufkacıgil,2016
Zapping Ailesi,Vipsaş,Naci Çelik,1,Aile - Komedi,Kanal D,Selma Güneri - Saadettin Erbil - Tuna Arman - Tuncay Özinel - Engin Tezel - Aytek Yılmaz,1993
Uy Başuma Gelenler,Süreç Film,Berrin Dağçınar,1,Komedi,Show TV,Hakan Yılmaz - Başak Köklükaya - Aykut Oray - Nefise Karatay - Mustafa Üstündağ,2004
Hayat Türküsü,Koliba Film,Hakan Gürtop,2,Dram - Genel,TRT 1,Burak Davutoğlu - Devin Özgür Çınar - Sermin Hürmeriç - Aslı Yılmaz - Tolga Evren - Betül Arım - Melih Görgün - Haldun Boysan - Uğur Çavuşoğlu - Jale Aylanç - İpek Atagün - Canan Güven - Özlem Başkaya,2006
